Year,hts8,brief_description,mfn_text_rate,mfn_ad_val_rate,Matched Expenditure category
2020,39241020,plates cups saucers soup bowls cereal bowls sugar bowls creamers gravy boats serving dishes and platters of plastics,6.5%,0.06,dishes and flatware56
2020,39249010,curtains and drapes incl panels and valances napkins table covers mats scarves runners doilies and like furnishings of plastics,3.3%,0.03,window and floor coverings and other linens45
2020,39249010,curtains and drapes incl panels and valances napkins table covers mats scarves runners doilies and like furnishings of plastics,3.3%,0.03,window and floor coverings and other linens45
2020,39249020,picture frames of plastics,3.4%,0.03,film and photographic supplies567
2020,39249020,picture frames of plastics,3.4%,0.03,film and photographic supplies567
2020,39261000,office or school supplies of plastics,5.3%,0.05,household furnishings and supplies12
2020,39261000,office or school supplies of plastics,5.3%,0.05,household furnishings and supplies12
2020,39262030,gloves specially designed for use in sports nesoi of plastics,3%,0.03,sports equipment
2020,39262030,gloves specially designed for use in sports nesoi of plastics,3%,0.03,sports equipment
2020,39262090,articles of apparel  clothing accessories of plastic nesoi,5%,0.05,apparel
2020,39262090,articles of apparel  clothing accessories of plastic nesoi,5%,0.05,apparel
2020,39269030,parts for yachts or pleasure boats of heading 8903 and watercraft not used with motors or sails of plastics,4.2%,0.04,motor vehicle parts and equipment5
2020,39269030,parts for yachts or pleasure boats of heading 8903 and watercraft not used with motors or sails of plastics,4.2%,0.04,motor vehicle parts and equipment5
2020,39269048,photo albums,3.4%,0.03,photographic equipment56
2020,39269048,photo albums,3.4%,0.03,photographic equipment56
2020,39269050,frames or mounts for photographic slides of plastics,3.8%,0.03,film and photographic supplies456
2020,39269050,frames or mounts for photographic slides of plastics,3.8%,0.03,film and photographic supplies456
2020,39269056,belting and belts except vbelts for machinery of plastics containing predominately vegetable fibers,5.1%,0.05,"Tools, hardware and supplies(5)"
2020,39269056,belting and belts except vbelts for machinery of plastics containing predominately vegetable fibers,5.1%,0.05,"Tools, hardware and supplies(5)"
2020,39269057,belting and belts except vbelts for machinery of plastics containing predominately manmade fibers,6.5%,0.06,"Tools, hardware and supplies(5)"
2020,39269057,belting and belts except vbelts for machinery of plastics containing predominately manmade fibers,6.5%,0.06,"Tools, hardware and supplies(5)"
2020,39269059,belting and belts except vbelts for machinery of plastics containing textile fibers nesoi,2.4%,0.02,"Tools, hardware and supplies(5)"
2020,39269059,belting and belts except vbelts for machinery of plastics containing textile fibers nesoi,2.4%,0.02,"Tools, hardware and supplies(5)"
2020,39269060,belting and belts except vbelts for machinery of plastics not containing textile fibers,4.2%,0.04,"Tools, hardware and supplies(5)"
2020,39269060,belting and belts except vbelts for machinery of plastics not containing textile fibers,4.2%,0.04,"Tools, hardware and supplies(5)"
2020,39269085,fasteners in clips suitable for use in a mechanical attaching device of plastics,6.5%,0.06,"Tools, hardware and supplies(5)"
2020,39269085,fasteners in clips suitable for use in a mechanical attaching device of plastics,6.5%,0.06,"Tools, hardware and supplies(5)"
2020,40118080,new pneumatic tires of a kind used on construction mining or industrial handling vehicles and machines other,3.4%,0.03,vehicle parts and equipment other than tires57
2020,40118080,new pneumatic tires of a kind used on construction mining or industrial handling vehicles and machines other,3.4%,0.03,vehicle parts and equipment other than tires57
2020,40118080,new pneumatic tires of a kind used on construction mining or industrial handling vehicles and machines other,3.4%,0.03,vehicle parts and equipment other than tires57
2020,40129090,interchangeable tire treads and tire flaps of rubber other than natural rubber except bicycle rim strips nesoi,2.7%,0.02,vehicle parts and equipment other than tires57
2020,40129090,interchangeable tire treads and tire flaps of rubber other than natural rubber except bicycle rim strips nesoi,2.7%,0.02,vehicle parts and equipment other than tires57
2020,40129090,interchangeable tire treads and tire flaps of rubber other than natural rubber except bicycle rim strips nesoi,2.7%,0.02,vehicle parts and equipment other than tires57
2020,40159000,articles of apparel and clothing accessories excluding gloves of vulcanized rubber other than hard rubber,4%,0.04,apparel
2020,40159000,articles of apparel and clothing accessories excluding gloves of vulcanized rubber other than hard rubber,4%,0.04,apparel
2020,40169920,toys for pets made of noncellular vulcanized rubber other than hard rubber,4.3%,0.04,toys
2020,40169920,toys for pets made of noncellular vulcanized rubber other than hard rubber,4.3%,0.04,toys
2020,41012040,whole bovine hidesskins not buffalo no 8 kg dried 10 kg dry salted or 16 kg freshotherwise preserved ov 26 m2 vegetable pretanned,5%,0.05,canned vegetables56
2020,41012040,whole bovine hidesskins not buffalo no 8 kg dried 10 kg dry salted or 16 kg freshotherwise preserved ov 26 m2 vegetable pretanned,5%,0.05,canned vegetables56
2020,41012050,whole bovine hideskin not buffalo no 8 kg dried 10 kg dry salted or 16 kg freshotherwise preserved ov 26 m2 not vegetable pretann,3.3%,0.03,other processed fruits and vegetables including dried6
2020,41012050,whole bovine hideskin not buffalo no 8 kg dried 10 kg dry salted or 16 kg freshotherwise preserved ov 26 m2 not vegetable pretann,3.3%,0.03,other processed fruits and vegetables including dried6
2020,41021030,raw skins of sheep or lamb not excluded by note 1c to chapter 41 with wool on pretanned other than vegetable but not further prepared,2%,0.02,lamb and organ meats57
2020,41021030,raw skins of sheep or lamb not excluded by note 1c to chapter 41 with wool on pretanned other than vegetable but not further prepared,2%,0.02,lamb and organ meats57
2020,41022930,raw sheep or lamb skins not excluded by note 1c to chapter 41 without wool on pretanned other than vegetable but not further prepared,2%,0.02,lamb and organ meats57
2020,41022930,raw sheep or lamb skins not excluded by note 1c to chapter 41 without wool on pretanned other than vegetable but not further prepared,2%,0.02,lamb and organ meats57
2020,42029250,musical instrument cases with outer surface of plastic sheeting or of textile materials,4.2%,0.04,music instruments and accessories45
2020,42029250,musical instrument cases with outer surface of plastic sheeting or of textile materials,4.2%,0.04,music instruments and accessories45
2020,42031020,articles of apparel of reptile leather,4.7%,0.04,apparel
2020,42031020,articles of apparel of reptile leather,4.7%,0.04,apparel
2020,42031040,articles of apparel of leather or of composition leather nesoi,6%,0.06,apparel
2020,42031040,articles of apparel of leather or of composition leather nesoi,6%,0.06,apparel
2020,42032905,gloves wholly of horsehide or cowhide leather not specially designed for use in sports with fourchettes or sidewalls,12.6%,0.12,Pets and pet products(4)
2020,42032905,gloves wholly of horsehide or cowhide leather not specially designed for use in sports with fourchettes or sidewalls,12.6%,0.12,Pets and pet products(4)
2020,42032908,gloves wholly of horsehide or cowhide except calfskin leather not specially designed for use in sports nesoi,14%,0.14,Pets and pet products(4)
2020,42032908,gloves wholly of horsehide or cowhide except calfskin leather not specially designed for use in sports nesoi,14%,0.14,Pets and pet products(4)
2020,42032915,gloves not wholly of horsehide or cowhide leather not specially designed for use in sports with fourchettes or sidewalls,14%,0.14,Pets and pet products(4)
2020,42032915,gloves not wholly of horsehide or cowhide leather not specially designed for use in sports with fourchettes or sidewalls,14%,0.14,Pets and pet products(4)
2020,42032918,gloves not wholly of horsehide or cowhide leather not specially designed for use in sports nesoi,14%,0.14,Pets and pet products(4)
2020,42032918,gloves not wholly of horsehide or cowhide leather not specially designed for use in sports nesoi,14%,0.14,Pets and pet products(4)
2020,42034030,clothing accessories nesoi of reptile leather,4.9%,0.04,apparel
2020,42034030,clothing accessories nesoi of reptile leather,4.9%,0.04,apparel
2020,42050005,belting leather cut or wholly or partly manufactured into forms or shapes suit for conversion into belting for machinery or appliances,2.9%,0.02,"Tools, hardware and supplies(5)"
2020,42050005,belting leather cut or wholly or partly manufactured into forms or shapes suit for conversion into belting for machinery or appliances,2.9%,0.02,"Tools, hardware and supplies(5)"
2020,42050005,belting leather cut or wholly or partly manufactured into forms or shapes suit for conversion into belting for machinery or appliances,2.9%,0.02,"Tools, hardware and supplies(5)"
2020,43016030,raw furskins of silver black or platinum fox including mutations of these whole with or without head tail or paws,5.1%,0.05,Pets and pet products(4)
2020,43016030,raw furskins of silver black or platinum fox including mutations of these whole with or without head tail or paws,5.1%,0.05,Pets and pet products(4)
2020,43021915,tanned or dressed whole furskins of silver black or platinum fox including mutations with or without head tail or paws not assembled,5.6%,0.05,Pets and pet products(4)
2020,43021915,tanned or dressed whole furskins of silver black or platinum fox including mutations with or without head tail or paws not assembled,5.6%,0.05,Pets and pet products(4)
2020,43031000,articles of apparel and clothing accessories of furskins,4%,0.04,apparel
2020,43031000,articles of apparel and clothing accessories of furskins,4%,0.04,apparel
2020,44170080,wooden tools tool bodies tool handles broom or brush bodies and handles nesoi wooden boot or shoe lasts and trees,5.1%,0.05,"Tools, hardware and supplies(5)"
2020,44170080,wooden tools tool bodies tool handles broom or brush bodies and handles nesoi wooden boot or shoe lasts and trees,5.1%,0.05,"Tools, hardware and supplies(5)"
2020,44170080,wooden tools tool bodies tool handles broom or brush bodies and handles nesoi wooden boot or shoe lasts and trees,5.1%,0.05,"Tools, hardware and supplies(5)"
2020,44191990,tableware and kitchenware of bamboo other than bread boards chopping boards and similar boards chopsticks  forks spoons,3.2%,0.03,other household equipment and furnishings5
2020,44191990,tableware and kitchenware of bamboo other than bread boards chopping boards and similar boards chopsticks  forks spoons,3.2%,0.03,other household equipment and furnishings5
2020,44191990,tableware and kitchenware of bamboo other than bread boards chopping boards and similar boards chopsticks  forks spoons,3.2%,0.03,other household equipment and furnishings5
2020,44199010,forks and spoons of wood other than of bamboo,5.3%,0.05,other household equipment and furnishings5
2020,44199010,forks and spoons of wood other than of bamboo,5.3%,0.05,other household equipment and furnishings5
2020,44199010,forks and spoons of wood other than of bamboo,5.3%,0.05,other household equipment and furnishings5
2020,44199090,tableware and kitchenware of wood other than of bamboo other than forks spoons,3.2%,0.03,other household equipment and furnishings5
2020,44199090,tableware and kitchenware of wood other than of bamboo other than forks spoons,3.2%,0.03,other household equipment and furnishings5
2020,44199090,tableware and kitchenware of wood other than of bamboo other than forks spoons,3.2%,0.03,other household equipment and furnishings5
2020,44209045,wooden jewelry boxes silverware chests microscope tool or utensil cases similar boxes cases and chests not lined with textile fabrics,4.3%,0.04,"Tools, hardware and supplies(5)"
2020,44209045,wooden jewelry boxes silverware chests microscope tool or utensil cases similar boxes cases and chests not lined with textile fabrics,4.3%,0.04,"Tools, hardware and supplies(5)"
2020,44209045,wooden jewelry boxes silverware chests microscope tool or utensil cases similar boxes cases and chests not lined with textile fabrics,4.3%,0.04,"Tools, hardware and supplies(5)"
2020,44209080,wood marquetry and inlaid wood wooden articles of furniture nesoi,3.2%,0.03,furniture and bedding
2020,44209080,wood marquetry and inlaid wood wooden articles of furniture nesoi,3.2%,0.03,furniture and bedding
2020,44209080,wood marquetry and inlaid wood wooden articles of furniture nesoi,3.2%,0.03,furniture and bedding
2020,44219160,skewers candy sticks ice cream sticks tongue depressors drink mixers and similar wares other than toothpicks of bamboo,5.1%,0.05,"Tools, hardware and supplies(5)"
2020,44219160,skewers candy sticks ice cream sticks tongue depressors drink mixers and similar wares other than toothpicks of bamboo,5.1%,0.05,"Tools, hardware and supplies(5)"
2020,44219160,skewers candy sticks ice cream sticks tongue depressors drink mixers and similar wares other than toothpicks of bamboo,5.1%,0.05,"Tools, hardware and supplies(5)"
2020,44219960,skewers candy sticks ice cream sticks tongue depressors drink mixers and similar wares other than toothpicks of wood other than bamboo,5.1%,0.05,"Tools, hardware and supplies(5)"
2020,44219960,skewers candy sticks ice cream sticks tongue depressors drink mixers and similar wares other than toothpicks of wood other than bamboo,5.1%,0.05,"Tools, hardware and supplies(5)"
2020,44219960,skewers candy sticks ice cream sticks tongue depressors drink mixers and similar wares other than toothpicks of wood other than bamboo,5.1%,0.05,"Tools, hardware and supplies(5)"
2020,46021105,fishing baskets or creels made from bamboo,5%,0.05,recreation commodities11
2020,46021105,fishing baskets or creels made from bamboo,5%,0.05,recreation commodities11
2020,46021105,fishing baskets or creels made from bamboo,5%,0.05,recreation commodities11
2020,46021205,fishing baskets or creels made from rattan,5%,0.05,recreation commodities11
2020,46021205,fishing baskets or creels made from rattan,5%,0.05,recreation commodities11
2020,46021205,fishing baskets or creels made from rattan,5%,0.05,recreation commodities11
2020,46021216,baskets and bags of rattan other than wickerwork,5%,0.05,household furnishings and supplies11
2020,46021216,baskets and bags of rattan other than wickerwork,5%,0.05,household furnishings and supplies11
2020,46021216,baskets and bags of rattan other than wickerwork,5%,0.05,household furnishings and supplies11
2020,46021905,fishing baskets or creels made from vegetable materials,5%,0.05,recreation commodities11
2020,46021905,fishing baskets or creels made from vegetable materials,5%,0.05,recreation commodities11
2020,46021918,baskets and bags of vegetable material neosi,4.5%,0.04,fruits and vegetables
2020,46021918,baskets and bags of vegetable material neosi,4.5%,0.04,fruits and vegetables
2020,46021980,basketwork and other articles neosi of vegetables materials nesoi,2.3%,0.02,processed fruits and vegetables6
2020,46021980,basketwork and other articles neosi of vegetables materials nesoi,2.3%,0.02,processed fruits and vegetables6
2020,52041100,cotton sewing thread containing 85 percent or more by weight of cotton not put up for retail sale,4.4%,0.04,sewing machines fabric and supplies56
2020,52041100,cotton sewing thread containing 85 percent or more by weight of cotton not put up for retail sale,4.4%,0.04,sewing machines fabric and supplies56
2020,52041900,cotton sewing thread containing less than 85 percent by weight of cotton not put up for retail sale,4.4%,0.04,sewing machines fabric and supplies56
2020,52041900,cotton sewing thread containing less than 85 percent by weight of cotton not put up for retail sale,4.4%,0.04,sewing machines fabric and supplies56
2020,52042000,cotton sewing thread put up for retail sale,4.4%,0.04,sewing machines fabric and supplies56
2020,52042000,cotton sewing thread put up for retail sale,4.4%,0.04,sewing machines fabric and supplies56
2020,52079000,cotton yarn other than sewing thread containing less than 85 percent cotton by weight put up for retail sale,5%,0.05,sewing machines fabric and supplies56
2020,52079000,cotton yarn other than sewing thread containing less than 85 percent cotton by weight put up for retail sale,5%,0.05,sewing machines fabric and supplies56
2020,52085160,printed plain weave fabrics of cotton containing 85% or more cotton by weight weighing not over 100 gm2 of numbers 4368,11.4%,0.11,sewing machines fabric and supplies56
2020,52085160,printed plain weave fabrics of cotton containing 85% or more cotton by weight weighing not over 100 gm2 of numbers 4368,11.4%,0.11,sewing machines fabric and supplies56
2020,52085960,printed woven fabrics of cotton nesoi containing 85% or more cotton by weight weighing not more than 200 gm2 of numbers 4368,9.7%,0.09,sewing machines fabric and supplies56
2020,52085960,printed woven fabrics of cotton nesoi containing 85% or more cotton by weight weighing not more than 200 gm2 of numbers 4368,9.7%,0.09,sewing machines fabric and supplies56
2020,52104160,plain weave cotton fabrics  85% cotton by wt mixed mainlysolely wmm fibers no 200 gm2 of numbers 4368 of yarn of different colors,12.2%,0.12,sewing machines fabric and supplies45
2020,52104160,plain weave cotton fabrics  85% cotton by wt mixed mainlysolely wmm fibers no 200 gm2 of numbers 4368 of yarn of different colors,12.2%,0.12,sewing machines fabric and supplies45
2020,52104180,plain weave cotton fabrics  85% cotton by wt mixed mainlysolely wmm fibers no 200 gm2 number 69 or higher of yarn of diff colors,15.5%,0.15,sewing machines fabric and supplies45
2020,52104180,plain weave cotton fabrics  85% cotton by wt mixed mainlysolely wmm fibers no 200 gm2 number 69 or higher of yarn of diff colors,15.5%,0.15,sewing machines fabric and supplies45
2020,52104940,woven fabrics of cottonnesoi 85% cotton by wtmixed mainlysolely wmm fibers no 200gm2 of number 42 or lower of yarn of diff colors,10%,0.1,sewing machines fabric and supplies45
2020,52104940,woven fabrics of cottonnesoi 85% cotton by wtmixed mainlysolely wmm fibers no 200gm2 of number 42 or lower of yarn of diff colors,10%,0.1,sewing machines fabric and supplies45
2020,52104960,woven fabrics of cottonnesoi 85% cotton by wtmixed mainlysolely wmanmade fibers no 200 gm2 numbers 4368 of yarn of diff colors,10.4%,0.1,sewing machines fabric and supplies45
2020,52104960,woven fabrics of cottonnesoi 85% cotton by wtmixed mainlysolely wmanmade fibers no 200 gm2 numbers 4368 of yarn of diff colors,10.4%,0.1,sewing machines fabric and supplies45
2020,52105160,printed plain weave cotton fabrics  85% cotton by wt mixed mainlysolely with manmade fibers no 200 gm2 of numbers 4368,12.2%,0.12,sewing machines fabric and supplies45
2020,52105160,printed plain weave cotton fabrics  85% cotton by wt mixed mainlysolely with manmade fibers no 200 gm2 of numbers 4368,12.2%,0.12,sewing machines fabric and supplies45
2020,52105180,printed plain weave cotton fabrics  85% cotton by weight mixed mainlysolely with manmade fibers no 200 gm2 of number 69 or higher,15.5%,0.15,sewing machines fabric and supplies45
2020,52105180,printed plain weave cotton fabrics  85% cotton by weight mixed mainlysolely with manmade fibers no 200 gm2 of number 69 or higher,15.5%,0.15,sewing machines fabric and supplies45
2020,52105920,printed satin or twill weave cotton fabrics nesoi  85% cotton by wt mixed mainlysolely with manmade fibers weighing no 200 gm2,10%,0.1,sewing machines fabric and supplies45
2020,52105920,printed satin or twill weave cotton fabrics nesoi  85% cotton by wt mixed mainlysolely with manmade fibers weighing no 200 gm2,10%,0.1,sewing machines fabric and supplies45
2020,52105940,printed woven fabrics of cotton nesoi  85% cotton by wt mixed mainlysolely with manmade fibers wt no 200gm2 of number 42 or lower,8.8%,0.08,sewing machines fabric and supplies45
2020,52105940,printed woven fabrics of cotton nesoi  85% cotton by wt mixed mainlysolely with manmade fibers wt no 200gm2 of number 42 or lower,8.8%,0.08,sewing machines fabric and supplies45
2020,52105960,printed woven fabrics of cotton nesoi  85% cotton by wt mixed mainlysolely with manmade fibers weighing no 200gm2 of numbers 4368,10.4%,0.1,sewing machines fabric and supplies45
2020,52105960,printed woven fabrics of cotton nesoi  85% cotton by wt mixed mainlysolely with manmade fibers weighing no 200gm2 of numbers 4368,10.4%,0.1,sewing machines fabric and supplies45
2020,52105980,printed woven fabrics of cotton nesoi  85% cotton by wt mixed mainlysolely wmanmade fibers weighing no 200gm2 number 69 or higher,7.8%,0.07,sewing machines fabric and supplies45
2020,52105980,printed woven fabrics of cotton nesoi  85% cotton by wt mixed mainlysolely wmanmade fibers weighing no 200gm2 number 69 or higher,7.8%,0.07,sewing machines fabric and supplies45
2020,52114200,denim containing  85% cotton by wt mixed mainlysolely wmanmade fibers weighing  200 gm2 of yarns of different colors,8.1%,0.08,sewing machines fabric and supplies45
2020,52114200,denim containing  85% cotton by wt mixed mainlysolely wmanmade fibers weighing  200 gm2 of yarns of different colors,8.1%,0.08,sewing machines fabric and supplies45
2020,53089010,paper yarn,2.7%,0.02,household paper products45
2020,53089010,paper yarn,2.7%,0.02,household paper products45
2020,53110060,woven fabrics of paper yarn,2.7%,0.02,sewing machines fabric and supplies56
2020,53110060,woven fabrics of paper yarn,2.7%,0.02,sewing machines fabric and supplies56
2020,54021160,multiple folded or cabled high tenacity yarn except sewing thread of aramids not put up for retail sale,8%,0.08,sewing machines fabric and supplies45
2020,54021160,multiple folded or cabled high tenacity yarn except sewing thread of aramids not put up for retail sale,8%,0.08,sewing machines fabric and supplies45
2020,54021960,multiple folded or cabled high tenacity yarn except sewing thread of nylon or other polyamides except aramids not put up for retail s,8%,0.08,sewing machines fabric and supplies45
2020,54021960,multiple folded or cabled high tenacity yarn except sewing thread of nylon or other polyamides except aramids not put up for retail s,8%,0.08,sewing machines fabric and supplies45
2020,54022060,multiple folded or cabled high tenacity yarn except sewing thread of polyesters not put up for retail sale,7.5%,0.07,sewing machines fabric and supplies45
2020,54022060,multiple folded or cabled high tenacity yarn except sewing thread of polyesters not put up for retail sale,7.5%,0.07,sewing machines fabric and supplies45
2020,54023160,multiple or cabled textured yarn except sewing thread of polyamides single yarn not more than 500 decitex not put up for retail sale,8%,0.08,sewing machines fabric and supplies45
2020,54023160,multiple or cabled textured yarn except sewing thread of polyamides single yarn not more than 500 decitex not put up for retail sale,8%,0.08,sewing machines fabric and supplies45
2020,54023360,multiple or cabled textured yarn except sewing thread of polyesters not put up for retail sale,8%,0.08,sewing machines fabric and supplies45
2020,54023360,multiple or cabled textured yarn except sewing thread of polyesters not put up for retail sale,8%,0.08,sewing machines fabric and supplies45
2020,54023460,multiple or cabled textured polypropylene yarn except sewing thread not put up for retail sale,8%,0.08,sewing machines fabric and supplies45
2020,54023460,multiple or cabled textured polypropylene yarn except sewing thread not put up for retail sale,8%,0.08,sewing machines fabric and supplies45
2020,54026100,nylon or other polyamide yarn multiple folded or cabled except sewing thread not put up for retail sale,7.5%,0.07,sewing machines fabric and supplies56
2020,54026100,nylon or other polyamide yarn multiple folded or cabled except sewing thread not put up for retail sale,7.5%,0.07,sewing machines fabric and supplies56
2020,54026200,polyester yarn multiple folded or cabled except sewing thread not put up for retail sale,7.5%,0.07,sewing machines fabric and supplies45
2020,54026200,polyester yarn multiple folded or cabled except sewing thread not put up for retail sale,7.5%,0.07,sewing machines fabric and supplies45
2020,54026300,synthetic filament yarn exc sewing thread of polypropylene not for retail sale inc monofilament 67 decitexother yarn multiple folded or cabled,7.5%,0.07,sewing machines fabric and supplies56
2020,54026300,synthetic filament yarn exc sewing thread of polypropylene not for retail sale inc monofilament 67 decitexother yarn multiple folded or cabled,7.5%,0.07,sewing machines fabric and supplies56
2020,54026901,synthetic filament yarn exc sewing thread nesoi not for retail sale inc monofilament 67 decitexother yarn multiple folded or cabled,7.5%,0.07,sewing machines fabric and supplies56
2020,54026901,synthetic filament yarn exc sewing thread nesoi not for retail sale inc monofilament 67 decitexother yarn multiple folded or cabled,7.5%,0.07,sewing machines fabric and supplies56
2020,54031060,multiple folded or cabled high tenacity yarn of viscose rayon except sewing thread not put up for retail sale,9.1%,0.09,sewing machines fabric and supplies45
2020,54031060,multiple folded or cabled high tenacity yarn of viscose rayon except sewing thread not put up for retail sale,9.1%,0.09,sewing machines fabric and supplies45
2020,54033100,single yarn of viscose rayon not high ten or sewing thread untwisted or with a twist not over 120 turnsm not put up for retail sale,10%,0.1,sewing machines fabric and supplies45
2020,54033100,single yarn of viscose rayon not high ten or sewing thread untwisted or with a twist not over 120 turnsm not put up for retail sale,10%,0.1,sewing machines fabric and supplies45
2020,54033200,single yarn of viscose rayon not high ten or sewing thread with twist exceeding 120 turnsm not put up for retail sale,10%,0.1,sewing machines fabric and supplies56
2020,54033200,single yarn of viscose rayon not high ten or sewing thread with twist exceeding 120 turnsm not put up for retail sale,10%,0.1,sewing machines fabric and supplies56
2020,54034100,viscose rayon yarn except sewing thread multiple folded or cabled not put up for retail sale,9.1%,0.09,sewing machines fabric and supplies45
2020,54034100,viscose rayon yarn except sewing thread multiple folded or cabled not put up for retail sale,9.1%,0.09,sewing machines fabric and supplies45
2020,54034200,yarn of cellulose acetate except sewing thread multiple folded or cabled not put up for retail sale,8%,0.08,sewing machines fabric and supplies56
2020,54034200,yarn of cellulose acetate except sewing thread multiple folded or cabled not put up for retail sale,8%,0.08,sewing machines fabric and supplies56
2020,54034910,multiple folded or cabled textured artificial filament yarn other than sewing thread not put up for retail sale,9.1%,0.09,sewing machines fabric and supplies56
2020,54034910,multiple folded or cabled textured artificial filament yarn other than sewing thread not put up for retail sale,9.1%,0.09,sewing machines fabric and supplies56
2020,54060020,artificial filament yarn except sewing thread put up for retail sale,7.5%,0.07,sewing machines fabric and supplies56
2020,54060020,artificial filament yarn except sewing thread put up for retail sale,7.5%,0.07,sewing machines fabric and supplies56
2020,54074400,woven fabrics containing 85 percent or more by weight of filaments of nylon or other polyamides printed,12%,0.12,sewing machines fabric and supplies56
2020,54074400,woven fabrics containing 85 percent or more by weight of filaments of nylon or other polyamides printed,12%,0.12,sewing machines fabric and supplies56
2020,54075400,woven fabrics containing 85 percent or more by weight of textured polyester filaments printed,14.9%,0.14,sewing machines fabric and supplies56
2020,54075400,woven fabrics containing 85 percent or more by weight of textured polyester filaments printed,14.9%,0.14,sewing machines fabric and supplies56
2020,54077400,woven fabrics containing 85 percent or more by weight of synthetic filaments printed,14.9%,0.14,sewing machines fabric and supplies56
2020,54077400,woven fabrics containing 85 percent or more by weight of synthetic filaments printed,14.9%,0.14,sewing machines fabric and supplies56
2020,54082329,woven fabric 85% artificial filamentstrip of yarns of different colors not 69142 warp  3171 filling yarns not of cuprarayon nesoi,12%,0.12,sewing machines fabric and supplies56
2020,54082329,woven fabric 85% artificial filamentstrip of yarns of different colors not 69142 warp  3171 filling yarns not of cuprarayon nesoi,12%,0.12,sewing machines fabric and supplies56
2020,55091100,yarn other than sewing thread containing 85% or more by weight of nylonpolyamide staple fibers singles not put up for retail sale,9.4%,0.09,sewing machines fabric and supplies56
2020,55091100,yarn other than sewing thread containing 85% or more by weight of nylonpolyamide staple fibers singles not put up for retail sale,9.4%,0.09,sewing machines fabric and supplies56
2020,55091200,yarn other than sewing thread cont 85% or more by weight of nylonpolyamide staple fibers multiple or cabled not put up for retail sale,10.6%,0.1,sewing machines fabric and supplies45
2020,55091200,yarn other than sewing thread cont 85% or more by weight of nylonpolyamide staple fibers multiple or cabled not put up for retail sale,10.6%,0.1,sewing machines fabric and supplies45
2020,55092100,yarn other than sewing thread containing 85% or more by weight of polyester staple fibers singles not put up for retail sale,9.7%,0.09,sewing machines fabric and supplies56
2020,55092100,yarn other than sewing thread containing 85% or more by weight of polyester staple fibers singles not put up for retail sale,9.7%,0.09,sewing machines fabric and supplies56
2020,55092200,yarn other than sewing thread cont 85% or more by weight of polyester staple fibers multiple or cabled not put up for retail sale,10.6%,0.1,sewing machines fabric and supplies45
2020,55092200,yarn other than sewing thread cont 85% or more by weight of polyester staple fibers multiple or cabled not put up for retail sale,10.6%,0.1,sewing machines fabric and supplies45
2020,55093100,yarn not sewing thread cont 85% or more by weight of acrylic or modacrylic staple fibers singles not put up for retail sale,9%,0.09,sewing machines fabric and supplies56
2020,55093100,yarn not sewing thread cont 85% or more by weight of acrylic or modacrylic staple fibers singles not put up for retail sale,9%,0.09,sewing machines fabric and supplies56
2020,55093200,yarn not sewing thread cont 85% or more by wt of acrylic or modacrylic staple fibersmultiple or cablednot put up for retail sale,10%,0.1,sewing machines fabric and supplies45
2020,55093200,yarn not sewing thread cont 85% or more by wt of acrylic or modacrylic staple fibersmultiple or cablednot put up for retail sale,10%,0.1,sewing machines fabric and supplies45
2020,55094100,yarn other than sewing thread containing 85% or more by weight of synthetic staple fibers nesoi singles not put up for retail sale,9%,0.09,sewing machines fabric and supplies56
2020,55094100,yarn other than sewing thread containing 85% or more by weight of synthetic staple fibers nesoi singles not put up for retail sale,9%,0.09,sewing machines fabric and supplies56
2020,55094200,yarn other than sewing thread cont 85% or more by weight of synthetic staple fibers nesoi multiple or cabled not put up for retail sale,7%,0.07,sewing machines fabric and supplies45
2020,55094200,yarn other than sewing thread cont 85% or more by weight of synthetic staple fibers nesoi multiple or cabled not put up for retail sale,7%,0.07,sewing machines fabric and supplies45
2020,55095160,yarn not sewing thread of polyester staple fibers mixed mainlysolely with artificial staple fibers multiple not put up for retail sale,10.6%,0.1,sewing machines fabric and supplies45
2020,55095160,yarn not sewing thread of polyester staple fibers mixed mainlysolely with artificial staple fibers multiple not put up for retail sale,10.6%,0.1,sewing machines fabric and supplies45
2020,55095300,yarn other than sewing thread of polyester staple fibers mixed mainly or solely with cotton not put up for retail sale,13.2%,0.13,sewing machines fabric and supplies45
2020,55095300,yarn other than sewing thread of polyester staple fibers mixed mainly or solely with cotton not put up for retail sale,13.2%,0.13,sewing machines fabric and supplies45
2020,55096200,yarn other than sewing thread of acrylic or modacrylic staple fibers mixed mainly or solely with cotton not put up for retail sale,12%,0.12,sewing machines fabric and supplies56
2020,55096200,yarn other than sewing thread of acrylic or modacrylic staple fibers mixed mainly or solely with cotton not put up for retail sale,12%,0.12,sewing machines fabric and supplies56
2020,55096940,yarn not sewing thread of acrylicmodacrylic staple fiber mixed mainlysolely wartificial staple fibermultiple or cablednot retail sale,10%,0.1,sewing machines fabric and supplies45
2020,55096940,yarn not sewing thread of acrylicmodacrylic staple fiber mixed mainlysolely wartificial staple fibermultiple or cablednot retail sale,10%,0.1,sewing machines fabric and supplies45
2020,55096960,yarn other than sewing thread of acrylic or modacrylic staple fibers nesoi not put up for retail sale,13.2%,0.13,sewing machines fabric and supplies56
2020,55096960,yarn other than sewing thread of acrylic or modacrylic staple fibers nesoi not put up for retail sale,13.2%,0.13,sewing machines fabric and supplies56
